2018-02-25 16:48:12.357170 UTC | [experiment_2018_02_25_16_48_09_0001] Populating workers...
2018-02-25 16:48:14.603041 UTC | [experiment_2018_02_25_16_48_09_0001] Populated
2018-02-25 16:48:17.215712 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #0 | Training started
2018-02-25 16:48:17.442303 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #0 | Training finished
2018-02-25 16:48:17.442544 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #1 | Training started
2018-02-25 16:48:17.665725 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #1 | Training finished
2018-02-25 16:48:17.666086 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #2 | Training started
2018-02-25 16:48:17.895459 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #2 | Training finished
2018-02-25 16:48:17.895681 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #3 | Training started
2018-02-25 16:48:18.115902 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #3 | Training finished
2018-02-25 16:48:18.116150 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #4 | Training started
2018-02-25 16:48:18.345130 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #4 | Training finished
2018-02-25 16:48:18.345357 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #5 | Training started
2018-02-25 16:48:18.574674 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #5 | Training finished
2018-02-25 16:48:18.574918 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #6 | Training started
2018-02-25 16:48:18.798963 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #6 | Training finished
2018-02-25 16:48:18.799187 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #7 | Training started
2018-02-25 16:48:19.024526 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #7 | Training finished
2018-02-25 16:48:19.027205 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #8 | Training started
2018-02-25 16:48:19.254281 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #8 | Training finished
2018-02-25 16:48:19.254509 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #9 | Training started
2018-02-25 16:48:19.533934 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #9 | Training finished
2018-02-25 16:48:19.534146 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #9 | Collecting samples for evaluation
2018-02-25 16:48:22.448528 UTC | -----------------------  -----------
2018-02-25 16:49:02.387682 UTC | MaxEsReturn               10
2018-02-25 16:49:02.387758 UTC | MinEsReturn              -10
2018-02-25 16:49:02.387827 UTC | AverageDiscountedReturn   -9.60596
2018-02-25 16:49:02.387941 UTC | AverageQLoss               0.0941434
2018-02-25 16:49:02.388037 UTC | AveragePolicySurr          0.135616
2018-02-25 16:49:02.388117 UTC | AverageQ                  -0.153146
2018-02-25 16:49:02.388197 UTC | AverageAbsQ                0.157223
2018-02-25 16:49:02.388276 UTC | AverageY                  -0.153582
2018-02-25 16:49:02.388354 UTC | AverageAbsY                0.199925
2018-02-25 16:49:02.388443 UTC | AverageAbsQYDiff           0.153067
2018-02-25 16:49:02.388534 UTC | AverageAction              0.999121
2018-02-25 16:49:02.388613 UTC | PolicyRegParamNorm        26.4557
2018-02-25 16:49:02.388691 UTC | QFunRegParamNorm           8.4106
2018-02-25 16:49:02.388769 UTC | AverageForwardProgress     0
2018-02-25 16:49:02.388874 UTC | MaxForwardProgress         0
2018-02-25 16:49:02.388996 UTC | MinForwardProgress         0
2018-02-25 16:49:02.389112 UTC | StdForwardProgress         0
2018-02-25 16:49:02.389225 UTC | -----------------------  -----------
2018-02-25 16:49:02.389592 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #11 | Training started
2018-02-25 16:49:39.632524 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #11 | Training finished
2018-02-25 16:49:39.632754 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #11 | Collecting samples for evaluation
2018-02-25 16:49:42.711108 UTC | -----------------------  -----------
2018-02-25 16:49:42.711391 UTC | Epoch                     11
2018-02-25 16:49:42.711498 UTC | AverageReturn            -10
2018-02-25 16:49:42.711577 UTC | StdReturn                  0
2018-02-25 16:49:42.711661 UTC | MaxReturn                -10
2018-02-25 16:49:42.712199 UTC | MinReturn                -10
2018-02-25 16:49:42.712295 UTC | AverageEsReturn           -2.7381
2018-02-25 16:49:42.712386 UTC | StdEsReturn                9.61784
2018-02-25 16:49:42.712469 UTC | MaxEsReturn               10
2018-02-25 16:49:42.712601 UTC | MinEsReturn              -10
2018-02-25 16:49:42.712694 UTC | AverageDiscountedReturn   -9.5099
2018-02-25 16:49:42.712774 UTC | AverageQLoss               0.0725948
2018-02-25 16:49:42.713132 UTC | AveragePolicySurr          0.223121
2018-02-25 16:49:42.713277 UTC | AverageQ                  -0.234253
2018-02-25 16:49:42.713384 UTC | AverageAbsQ                0.238057
2018-02-25 16:49:42.713485 UTC | AverageY                  -0.234507
2018-02-25 16:49:42.713950 UTC | AverageAbsY                0.285932
2018-02-25 16:49:42.714056 UTC | AverageAbsQYDiff           0.114377
2018-02-25 16:49:42.714132 UTC | AverageAction              1
2018-02-25 16:49:42.714676 UTC | PolicyRegParamNorm        26.4737
2018-02-25 16:49:42.715080 UTC | QFunRegParamNorm           8.78089
2018-02-25 16:49:42.715469 UTC | AverageForwardProgress     0
2018-02-25 16:49:42.715878 UTC | MaxForwardProgress         0
2018-02-25 16:49:42.716289 UTC | MinForwardProgress         0
2018-02-25 16:49:42.716693 UTC | StdForwardProgress         0
2018-02-25 16:49:42.717105 UTC | -----------------------  -----------
2018-02-25 16:49:42.717869 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #12 | Training started
2018-02-25 16:50:19.652595 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #12 | Training finished
2018-02-25 16:50:19.652827 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #12 | Collecting samples for evaluation
2018-02-25 16:50:22.696035 UTC | -----------------------  -----------
2018-02-25 16:50:22.696323 UTC | Epoch                     12
2018-02-25 16:50:22.696432 UTC | AverageReturn            -10
2018-02-25 16:50:22.696512 UTC | StdReturn                  0
2018-02-25 16:50:22.696605 UTC | MaxReturn                -10
2018-02-25 16:50:22.696683 UTC | MinReturn                -10
2018-02-25 16:50:22.696757 UTC | AverageEsReturn           -2.02454
2018-02-25 16:50:22.696845 UTC | StdEsReturn                9.79292
2018-02-25 16:50:22.696939 UTC | MaxEsReturn               10
2018-02-25 16:50:22.697021 UTC | MinEsReturn              -10
2018-02-25 16:50:22.697139 UTC | AverageDiscountedReturn   -9.5099
2018-02-25 16:50:22.697228 UTC | AverageQLoss               0.0680497
2018-02-25 16:50:22.697314 UTC | AveragePolicySurr          0.317615
2018-02-25 16:50:22.697401 UTC | AverageQ                  -0.319853
2018-02-25 16:50:22.697490 UTC | AverageAbsQ                0.329965
2018-02-25 16:50:22.697574 UTC | AverageY                  -0.319787
2018-02-25 16:50:22.697649 UTC | AverageAbsY                0.380747
2018-02-25 16:50:22.697723 UTC | AverageAbsQYDiff           0.117451
2018-02-25 16:50:22.697809 UTC | AverageAction              1
2018-02-25 16:50:22.697916 UTC | PolicyRegParamNorm        26.4737
2018-02-25 16:50:22.698006 UTC | QFunRegParamNorm           9.1611
2018-02-25 16:50:22.698093 UTC | AverageForwardProgress     0
2018-02-25 16:50:22.698173 UTC | MaxForwardProgress         0
2018-02-25 16:50:22.698250 UTC | MinForwardProgress         0
2018-02-25 16:50:22.698327 UTC | StdForwardProgress         0
2018-02-25 16:50:22.698408 UTC | -----------------------  -----------
2018-02-25 16:50:22.698761 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #13 | Training started
2018-02-25 16:50:59.939967 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #13 | Training finished
2018-02-25 16:50:59.940194 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #13 | Collecting samples for evaluation
2018-02-25 16:51:02.998174 UTC | -----------------------  -----------
2018-02-25 16:51:02.998456 UTC | Epoch                     13
2018-02-25 16:51:02.998557 UTC | AverageReturn            -10
2018-02-25 16:51:02.998645 UTC | StdReturn                  0
2018-02-25 16:51:02.998721 UTC | MaxReturn                -10
2018-02-25 16:51:02.998794 UTC | MinReturn                -10
2018-02-25 16:51:02.998893 UTC | AverageEsReturn           -2.40964
2018-02-25 16:51:02.998972 UTC | StdEsReturn                9.70534
2018-02-25 16:51:02.999043 UTC | MaxEsReturn               10
2018-02-25 16:51:02.999118 UTC | MinEsReturn              -10
2018-02-25 16:51:02.999193 UTC | AverageDiscountedReturn   -9.5099
2018-02-25 16:51:02.999267 UTC | AverageQLoss               0.0655619
2018-02-25 16:51:02.999355 UTC | AveragePolicySurr          0.344743
2018-02-25 16:51:02.999475 UTC | AverageQ                  -0.358328
2018-02-25 16:51:02.999561 UTC | AverageAbsQ                0.381014
2018-02-25 16:51:02.999663 UTC | AverageY                  -0.358526
2018-02-25 16:51:02.999795 UTC | AverageAbsY                0.432851
2018-02-25 16:51:02.999911 UTC | AverageAbsQYDiff           0.118866
2018-02-25 16:51:03.000003 UTC | AverageAction              1
2018-02-25 16:51:03.000095 UTC | PolicyRegParamNorm        26.4737
2018-02-25 16:51:03.000188 UTC | QFunRegParamNorm           9.5446
2018-02-25 16:51:03.000292 UTC | AverageForwardProgress     0
2018-02-25 16:51:03.000418 UTC | MaxForwardProgress         0
2018-02-25 16:51:03.000511 UTC | MinForwardProgress         0
2018-02-25 16:51:03.000616 UTC | StdForwardProgress         0
2018-02-25 16:51:03.000725 UTC | -----------------------  -----------
2018-02-25 16:51:03.001112 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #14 | Training started
2018-02-25 16:51:39.939529 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #14 | Training finished
2018-02-25 16:51:39.939762 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #14 | Collecting samples for evaluation
2018-02-25 16:51:43.022870 UTC | -----------------------  -----------
2018-02-25 16:51:43.023155 UTC | Epoch                     14
2018-02-25 16:51:43.023260 UTC | AverageReturn            -10
2018-02-25 16:51:43.023361 UTC | StdReturn                  0
2018-02-25 16:51:43.023447 UTC | MaxReturn                -10
2018-02-25 16:51:43.023521 UTC | MinReturn                -10
2018-02-25 16:51:43.023598 UTC | AverageEsReturn           -1.95266
2018-02-25 16:51:43.023675 UTC | StdEsReturn                9.8075
2018-02-25 16:51:43.023747 UTC | MaxEsReturn               10
2018-02-25 16:51:43.023820 UTC | MinEsReturn              -10
2018-02-25 16:51:43.023894 UTC | AverageDiscountedReturn   -9.5099
2018-02-25 16:51:43.023970 UTC | AverageQLoss               0.0704898
2018-02-25 16:51:43.024046 UTC | AveragePolicySurr          0.310907
2018-02-25 16:51:43.024129 UTC | AverageQ                  -0.350017
2018-02-25 16:51:43.024209 UTC | AverageAbsQ                0.387679
2018-02-25 16:51:43.024288 UTC | AverageY                  -0.350027
2018-02-25 16:51:43.024384 UTC | AverageAbsY                0.44891
2018-02-25 16:51:43.024472 UTC | AverageAbsQYDiff           0.126887
2018-02-25 16:51:43.024566 UTC | AverageAction              1
2018-02-25 16:51:43.024648 UTC | PolicyRegParamNorm        26.4736
2018-02-25 16:51:43.024732 UTC | QFunRegParamNorm           9.89115
2018-02-25 16:51:43.024821 UTC | AverageForwardProgress     0
2018-02-25 16:51:43.024908 UTC | MaxForwardProgress         0
2018-02-25 16:51:43.024991 UTC | MinForwardProgress         0
2018-02-25 16:51:43.025071 UTC | StdForwardProgress         0
2018-02-25 16:51:43.025185 UTC | -----------------------  -----------
2018-02-25 16:51:43.025517 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #15 | Training started
2018-02-25 16:52:19.904479 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #15 | Training finished
2018-02-25 16:52:19.904714 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #15 | Collecting samples for evaluation
2018-02-25 16:52:22.943610 UTC | -----------------------  -----------
2018-02-25 16:52:22.943897 UTC | Epoch                     15
2018-02-25 16:52:22.944007 UTC | AverageReturn            -10
2018-02-25 16:52:22.944095 UTC | StdReturn                  0
2018-02-25 16:52:22.944173 UTC | MaxReturn                -10
2018-02-25 16:52:22.944248 UTC | MinReturn                -10
2018-02-25 16:52:22.944325 UTC | AverageEsReturn           -2.09581
2018-02-25 16:52:22.944406 UTC | StdEsReturn                9.77791
2018-02-25 16:52:22.944477 UTC | MaxEsReturn               10
2018-02-25 16:52:22.944550 UTC | MinEsReturn              -10
2018-02-25 16:52:22.944626 UTC | AverageDiscountedReturn   -9.5099
2018-02-25 16:52:22.944701 UTC | AverageQLoss               0.0710731
2018-02-25 16:52:22.944777 UTC | AveragePolicySurr          0.265171
2018-02-25 16:52:22.944880 UTC | AverageQ                  -0.323934
2018-02-25 16:52:22.944969 UTC | AverageAbsQ                0.370552
2018-02-25 16:52:22.945047 UTC | AverageY                  -0.324441
2018-02-25 16:52:22.945154 UTC | AverageAbsY                0.436706
2018-02-25 16:52:22.945235 UTC | AverageAbsQYDiff           0.130188
2018-02-25 16:52:22.945314 UTC | AverageAction              1
2018-02-25 16:52:22.945393 UTC | PolicyRegParamNorm        26.4735
2018-02-25 16:52:22.945476 UTC | QFunRegParamNorm          10.2838
2018-02-25 16:52:22.945564 UTC | AverageForwardProgress     0
2018-02-25 16:52:22.945651 UTC | MaxForwardProgress         0
2018-02-25 16:52:22.945739 UTC | MinForwardProgress         0
2018-02-25 16:52:22.945838 UTC | StdForwardProgress         0
2018-02-25 16:52:22.945928 UTC | -----------------------  -----------
2018-02-25 16:52:22.946243 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #16 | Training started
2018-02-25 16:53:00.152808 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #16 | Training finished
2018-02-25 16:53:00.153049 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #16 | Collecting samples for evaluation
2018-02-25 16:53:03.221796 UTC | -----------------------  ----------
2018-02-25 16:53:03.222090 UTC | Epoch                     16
2018-02-25 16:53:03.222191 UTC | AverageReturn            -10
2018-02-25 16:53:03.222636 UTC | StdReturn                  0
2018-02-25 16:53:03.222750 UTC | MaxReturn                -10
2018-02-25 16:53:03.222846 UTC | MinReturn                -10
2018-02-25 16:53:03.222945 UTC | AverageEsReturn           -2.7381
2018-02-25 16:53:03.223028 UTC | StdEsReturn                9.61784
2018-02-25 16:53:03.223377 UTC | MaxEsReturn               10
2018-02-25 16:53:03.223505 UTC | MinEsReturn              -10
2018-02-25 16:53:03.223609 UTC | AverageDiscountedReturn   -9.5099
2018-02-25 16:53:03.223878 UTC | AverageQLoss               0.074287
2018-02-25 16:53:03.223998 UTC | AveragePolicySurr          0.227528
2018-02-25 16:53:03.224091 UTC | AverageQ                  -0.290538
2018-02-25 16:53:03.224338 UTC | AverageAbsQ                0.352182
2018-02-25 16:53:03.224457 UTC | AverageY                  -0.290752
2018-02-25 16:53:03.224556 UTC | AverageAbsY                0.420859
2018-02-25 16:53:03.224676 UTC | AverageAbsQYDiff           0.138307
2018-02-25 16:53:03.224787 UTC | AverageAction              1
2018-02-25 16:53:03.224933 UTC | PolicyRegParamNorm        26.473
2018-02-25 16:53:03.225036 UTC | QFunRegParamNorm          10.6539
2018-02-25 16:53:03.225164 UTC | AverageForwardProgress     0
2018-02-25 16:53:03.225270 UTC | MaxForwardProgress         0
2018-02-25 16:53:03.225934 UTC | MinForwardProgress         0
2018-02-25 16:53:03.226057 UTC | StdForwardProgress         0
2018-02-25 16:53:03.226157 UTC | -----------------------  ----------
2018-02-25 16:53:03.226493 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #17 | Training started
2018-02-25 16:53:41.494219 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #17 | Training finished
2018-02-25 16:53:41.494442 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #17 | Collecting samples for evaluation
2018-02-25 16:53:44.580887 UTC | -----------------------  -----------
2018-02-25 16:53:44.581192 UTC | Epoch                     17
2018-02-25 16:53:44.581297 UTC | AverageReturn            -10
2018-02-25 16:53:44.581402 UTC | StdReturn                  0
2018-02-25 16:53:44.581479 UTC | MaxReturn                -10
2018-02-25 16:53:44.581556 UTC | MinReturn                -10
2018-02-25 16:53:44.581634 UTC | AverageEsReturn           -2.85714
2018-02-25 16:53:44.581705 UTC | StdEsReturn                9.58315
2018-02-25 16:53:44.581779 UTC | MaxEsReturn               10
2018-02-25 16:53:44.581855 UTC | MinEsReturn              -10
2018-02-25 16:53:44.581935 UTC | AverageDiscountedReturn   -9.5099
2018-02-25 16:53:44.582008 UTC | AverageQLoss               0.0786549
2018-02-25 16:53:44.582082 UTC | AveragePolicySurr          0.205599
2018-02-25 16:53:44.582165 UTC | AverageQ                  -0.270148
2018-02-25 16:53:44.582246 UTC | AverageAbsQ                0.337136
2018-02-25 16:53:44.582324 UTC | AverageY                  -0.270658
2018-02-25 16:53:44.582430 UTC | AverageAbsY                0.410863
2018-02-25 16:53:44.582510 UTC | AverageAbsQYDiff           0.143433
2018-02-25 16:53:44.582591 UTC | AverageAction              1
2018-02-25 16:53:44.582670 UTC | PolicyRegParamNorm        26.4721
2018-02-25 16:53:44.582747 UTC | QFunRegParamNorm          10.9857
2018-02-25 16:53:44.582830 UTC | AverageForwardProgress     0
2018-02-25 16:53:44.582917 UTC | MaxForwardProgress         0
2018-02-25 16:53:44.583003 UTC | MinForwardProgress         0
2018-02-25 16:53:44.583085 UTC | StdForwardProgress         0
2018-02-25 16:53:44.583163 UTC | -----------------------  -----------
2018-02-25 16:53:44.583491 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #18 | Training started
2018-02-25 16:54:23.005466 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #18 | Training finished
2018-02-25 16:54:23.005647 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #18 | Collecting samples for evaluation
2018-02-25 16:54:25.627855 UTC | -----------------------  -----------
2018-02-25 16:54:25.628142 UTC | Epoch                     18
2018-02-25 16:54:25.628247 UTC | AverageReturn            -10
2018-02-25 16:54:25.628669 UTC | StdReturn                  0
2018-02-25 16:54:25.628798 UTC | MaxReturn                -10
2018-02-25 16:54:25.628902 UTC | MinReturn                -10
2018-02-25 16:54:25.628986 UTC | AverageEsReturn           -3.53293
2018-02-25 16:54:25.629071 UTC | StdEsReturn                9.35513
2018-02-25 16:54:25.629195 UTC | MaxEsReturn               10
2018-02-25 16:54:25.629565 UTC | MinEsReturn              -10
2018-02-25 16:54:25.629957 UTC | AverageDiscountedReturn   -9.5099
2018-02-25 16:54:25.630339 UTC | AverageQLoss               0.0819307
2018-02-25 16:54:25.630588 UTC | AveragePolicySurr          0.200984
2018-02-25 16:54:25.631116 UTC | AverageQ                  -0.259039
2018-02-25 16:54:25.631233 UTC | AverageAbsQ                0.331152
2018-02-25 16:54:25.631330 UTC | AverageY                  -0.259668
2018-02-25 16:54:25.631425 UTC | AverageAbsY                0.405899
2018-02-25 16:54:25.631867 UTC | AverageAbsQYDiff           0.148789
2018-02-25 16:54:25.632304 UTC | AverageAction              1
2018-02-25 16:54:25.632649 UTC | PolicyRegParamNorm        26.4693
2018-02-25 16:54:25.632996 UTC | QFunRegParamNorm          11.3124
2018-02-25 16:54:25.633349 UTC | AverageForwardProgress     0
2018-02-25 16:54:25.633679 UTC | MaxForwardProgress         0
2018-02-25 16:54:25.635404 UTC | MinForwardProgress         0
2018-02-25 16:54:25.635689 UTC | StdForwardProgress         0
2018-02-25 16:54:25.635808 UTC | -----------------------  -----------
2018-02-25 16:54:25.636477 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #19 | Training started
2018-02-25 16:55:03.708107 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #19 | Training finished
2018-02-25 16:55:03.708333 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #19 | Collecting samples for evaluation
2018-02-25 16:55:07.079150 UTC | -----------------------  -----------
2018-02-25 16:55:07.079455 UTC | Epoch                     19
2018-02-25 16:55:07.079563 UTC | AverageReturn            -10
2018-02-25 16:55:07.079652 UTC | StdReturn                  0
2018-02-25 16:55:07.079729 UTC | MaxReturn                -10
2018-02-25 16:55:07.079806 UTC | MinReturn                -10
2018-02-25 16:55:07.079885 UTC | AverageEsReturn           -3.78049
2018-02-25 16:55:07.079966 UTC | StdEsReturn                9.25786
2018-02-25 16:55:07.080040 UTC | MaxEsReturn               10
2018-02-25 16:55:07.080112 UTC | MinEsReturn              -10
2018-02-25 16:55:07.080183 UTC | AverageDiscountedReturn   -9.60596
2018-02-25 16:55:07.080257 UTC | AverageQLoss               0.0806404
2018-02-25 16:55:07.080332 UTC | AveragePolicySurr          0.123494
2018-02-25 16:55:07.080435 UTC | AverageQ                  -0.256502
2018-02-25 16:55:07.080517 UTC | AverageAbsQ                0.337527
2018-02-25 16:55:07.080597 UTC | AverageY                  -0.256759
2018-02-25 16:55:07.080676 UTC | AverageAbsY                0.410454
2018-02-25 16:55:07.080753 UTC | AverageAbsQYDiff           0.149865
2018-02-25 16:55:07.080830 UTC | AverageAction              0.86326
2018-02-25 16:55:07.080910 UTC | PolicyRegParamNorm        26.7067
2018-02-25 16:55:07.080989 UTC | QFunRegParamNorm          11.6228
2018-02-25 16:55:07.081104 UTC | AverageForwardProgress     0
2018-02-25 16:55:07.081223 UTC | MaxForwardProgress         0
2018-02-25 16:55:07.081321 UTC | MinForwardProgress         0
2018-02-25 16:55:07.081443 UTC | StdForwardProgress         0
2018-02-25 16:55:07.081530 UTC | -----------------------  -----------
2018-02-25 16:55:07.081862 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #20 | Training started
2018-02-25 16:55:45.245331 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #20 | Training finished
2018-02-25 16:55:45.245556 UTC | [experiment_2018_02_25_16_48_09_0001] epoch #20 | Collecting samples for evaluation
2018-02-25 16:55:47.602271 UTC | -----------------------  -----------
2018-02-25 16:55:47.602566 UTC | Epoch                     20
2018-02-25 16:55:47.602678 UTC | AverageReturn            -10
2018-02-25 16:55:47.602769 UTC | StdReturn                  0
2018-02-25 16:55:47.602846 UTC | MaxReturn                -10
2018-02-25 16:55:47.602947 UTC | MinReturn                -10
2018-02-25 16:55:47.603030 UTC | AverageEsReturn           -2.63158
2018-02-25 16:55:47.603112 UTC | StdEsReturn                9.64753
2018-02-25 16:55:47.603224 UTC | MaxEsReturn               10
2018-02-25 16:55:47.603338 UTC | MinEsReturn              -10
2018-02-25 16:55:47.603440 UTC | AverageDiscountedReturn   -8.68746
2018-02-25 16:55:47.603528 UTC | AverageQLoss               0.0962453
2018-02-25 16:55:47.603611 UTC | AveragePolicySurr          0.0366866
2018-02-25 16:55:47.603695 UTC | AverageQ                  -0.2204
2018-02-25 16:55:47.603805 UTC | AverageAbsQ                0.35374
