2018-03-01 12:28:57.504691 UTC | [experiment_2018_03_01_12_28_55_0001] Populating workers...
2018-03-01 12:28:59.638120 UTC | [experiment_2018_03_01_12_28_55_0001] Populated
2018-03-01 12:29:01.590438 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #0 | Training started
2018-03-01 12:29:01.806038 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #0 | Training finished
2018-03-01 12:29:01.806265 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #1 | Training started
2018-03-01 12:29:02.023418 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #1 | Training finished
2018-03-01 12:29:02.023646 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #2 | Training started
2018-03-01 12:29:02.235959 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #2 | Training finished
2018-03-01 12:29:02.236179 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #3 | Training started
2018-03-01 12:29:02.445835 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #3 | Training finished
2018-03-01 12:29:02.446083 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #4 | Training started
2018-03-01 12:29:02.659787 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #4 | Training finished
2018-03-01 12:29:02.660014 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #5 | Training started
2018-03-01 12:29:02.876155 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #5 | Training finished
2018-03-01 12:29:02.876390 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #6 | Training started
2018-03-01 12:29:03.088906 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #6 | Training finished
2018-03-01 12:29:03.089153 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #7 | Training started
2018-03-01 12:29:03.305673 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #7 | Training finished
2018-03-01 12:29:03.305896 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #8 | Training started
2018-03-01 12:29:03.519510 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #8 | Training finished
2018-03-01 12:29:03.519729 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #9 | Training started
2018-03-01 12:29:03.775048 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #9 | Training finished
2018-03-01 12:29:03.775252 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #9 | Collecting samples for evaluation
2018-03-01 12:29:05.955895 UTC | -----------------------  -----------
2018-03-01 12:29:46.202931 UTC | MaxEsReturn               10
2018-03-01 12:29:46.203009 UTC | MinEsReturn              -10
2018-03-01 12:29:46.203087 UTC | AverageDiscountedReturn    9.60596
2018-03-01 12:29:46.203164 UTC | AverageQLoss               0.0339768
2018-03-01 12:29:46.203241 UTC | AveragePolicySurr         -0.0634587
2018-03-01 12:29:46.203318 UTC | AverageQ                   0.0505712
2018-03-01 12:29:46.203400 UTC | AverageAbsQ                0.101585
2018-03-01 12:29:46.203477 UTC | AverageY                   0.0510048
2018-03-01 12:29:46.203555 UTC | AverageAbsY                0.11655
2018-03-01 12:29:46.203632 UTC | AverageAbsQYDiff           0.0863765
2018-03-01 12:29:46.203709 UTC | AverageAction              0.999999
2018-03-01 12:29:46.203785 UTC | PolicyRegParamNorm        26.459
2018-03-01 12:29:46.203865 UTC | QFunRegParamNorm           8.30473
2018-03-01 12:29:46.203965 UTC | AverageForwardProgress     0
2018-03-01 12:29:46.204043 UTC | MaxForwardProgress         0
2018-03-01 12:29:46.204120 UTC | MinForwardProgress         0
2018-03-01 12:29:46.204200 UTC | StdForwardProgress         0
2018-03-01 12:29:46.204284 UTC | -----------------------  -----------
2018-03-01 12:29:46.204601 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #11 | Training started
2018-03-01 12:30:23.012620 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #11 | Training finished
2018-03-01 12:30:23.012847 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #11 | Collecting samples for evaluation
2018-03-01 12:30:26.434630 UTC | -----------------------  -----------
2018-03-01 12:30:26.434917 UTC | Epoch                     11
2018-03-01 12:30:26.435024 UTC | AverageReturn            -10
2018-03-01 12:30:26.435107 UTC | StdReturn                  0
2018-03-01 12:30:26.435187 UTC | MaxReturn                -10
2018-03-01 12:30:26.435270 UTC | MinReturn                -10
2018-03-01 12:30:26.435356 UTC | AverageEsReturn            7.29167
2018-03-01 12:30:26.435459 UTC | StdEsReturn                6.84336
2018-03-01 12:30:26.435534 UTC | MaxEsReturn               10
2018-03-01 12:30:26.435613 UTC | MinEsReturn              -10
2018-03-01 12:30:26.435688 UTC | AverageDiscountedReturn   -9.60596
2018-03-01 12:30:26.435762 UTC | AverageQLoss               0.0201059
2018-03-01 12:30:26.435839 UTC | AveragePolicySurr         -0.279872
2018-03-01 12:30:26.435916 UTC | AverageQ                   0.239496
2018-03-01 12:30:26.435993 UTC | AverageAbsQ                0.239687
2018-03-01 12:30:26.436070 UTC | AverageY                   0.239979
2018-03-01 12:30:26.436149 UTC | AverageAbsY                0.24676
2018-03-01 12:30:26.436228 UTC | AverageAbsQYDiff           0.0501928
2018-03-01 12:30:26.436306 UTC | AverageAction              1
2018-03-01 12:30:26.436401 UTC | PolicyRegParamNorm        26.4609
2018-03-01 12:30:26.436484 UTC | QFunRegParamNorm           8.34826
2018-03-01 12:30:26.436564 UTC | AverageForwardProgress     0
2018-03-01 12:30:26.436644 UTC | MaxForwardProgress         0
2018-03-01 12:30:26.436721 UTC | MinForwardProgress         0
2018-03-01 12:30:26.436819 UTC | StdForwardProgress         0
2018-03-01 12:30:26.436905 UTC | -----------------------  -----------
2018-03-01 12:30:26.437251 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #12 | Training started
2018-03-01 12:31:03.179779 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #12 | Training finished
2018-03-01 12:31:03.180034 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #12 | Collecting samples for evaluation
2018-03-01 12:31:06.650959 UTC | -----------------------  -----------
2018-03-01 12:31:06.651261 UTC | Epoch                     12
2018-03-01 12:31:06.651365 UTC | AverageReturn            -10
2018-03-01 12:31:06.651478 UTC | StdReturn                  0
2018-03-01 12:31:06.651555 UTC | MaxReturn                -10
2018-03-01 12:31:06.651630 UTC | MinReturn                -10
2018-03-01 12:31:06.651707 UTC | AverageEsReturn            6.26263
2018-03-01 12:31:06.651785 UTC | StdEsReturn                7.79612
2018-03-01 12:31:06.651858 UTC | MaxEsReturn               10
2018-03-01 12:31:06.651936 UTC | MinEsReturn              -10
2018-03-01 12:31:06.652011 UTC | AverageDiscountedReturn   -9.60596
2018-03-01 12:31:06.652089 UTC | AverageQLoss               0.0252028
2018-03-01 12:31:06.652166 UTC | AveragePolicySurr         -0.394714
2018-03-01 12:31:06.652241 UTC | AverageQ                   0.343427
2018-03-01 12:31:06.652319 UTC | AverageAbsQ                0.343442
2018-03-01 12:31:06.652421 UTC | AverageY                   0.343923
2018-03-01 12:31:06.652503 UTC | AverageAbsY                0.355986
2018-03-01 12:31:06.652581 UTC | AverageAbsQYDiff           0.0535874
2018-03-01 12:31:06.652659 UTC | AverageAction              1
2018-03-01 12:31:06.652731 UTC | PolicyRegParamNorm        26.4609
2018-03-01 12:31:06.652807 UTC | QFunRegParamNorm           8.44261
2018-03-01 12:31:06.652885 UTC | AverageForwardProgress     0
2018-03-01 12:31:06.652966 UTC | MaxForwardProgress         0
2018-03-01 12:31:06.653042 UTC | MinForwardProgress         0
2018-03-01 12:31:06.653152 UTC | StdForwardProgress         0
2018-03-01 12:31:06.653234 UTC | -----------------------  -----------
2018-03-01 12:31:06.653574 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #13 | Training started
2018-03-01 12:31:43.570789 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #13 | Training finished
2018-03-01 12:31:43.570976 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #13 | Collecting samples for evaluation
2018-03-01 12:31:46.649803 UTC | -----------------------  -----------
2018-03-01 12:31:46.650088 UTC | Epoch                     13
2018-03-01 12:31:46.650195 UTC | AverageReturn            -10
2018-03-01 12:31:46.650280 UTC | StdReturn                  0
2018-03-01 12:31:46.650362 UTC | MaxReturn                -10
2018-03-01 12:31:46.650465 UTC | MinReturn                -10
2018-03-01 12:31:46.650543 UTC | AverageEsReturn            5.72139
2018-03-01 12:31:46.650619 UTC | StdEsReturn                8.20156
2018-03-01 12:31:46.650691 UTC | MaxEsReturn               10
2018-03-01 12:31:46.650768 UTC | MinEsReturn              -10
2018-03-01 12:31:46.650844 UTC | AverageDiscountedReturn   -9.60596
2018-03-01 12:31:46.650923 UTC | AverageQLoss               0.0251453
2018-03-01 12:31:46.650999 UTC | AveragePolicySurr         -0.468843
2018-03-01 12:31:46.651071 UTC | AverageQ                   0.43451
2018-03-01 12:31:46.651147 UTC | AverageAbsQ                0.434824
2018-03-01 12:31:46.651228 UTC | AverageY                   0.434589
2018-03-01 12:31:46.651308 UTC | AverageAbsY                0.450964
2018-03-01 12:31:46.651402 UTC | AverageAbsQYDiff           0.0526175
2018-03-01 12:31:46.651485 UTC | AverageAction              1
2018-03-01 12:31:46.651562 UTC | PolicyRegParamNorm        26.4609
2018-03-01 12:31:46.651643 UTC | QFunRegParamNorm           8.7314
2018-03-01 12:31:46.651723 UTC | AverageForwardProgress     0
2018-03-01 12:31:46.651800 UTC | MaxForwardProgress         0
2018-03-01 12:31:46.651880 UTC | MinForwardProgress         0
2018-03-01 12:31:46.651962 UTC | StdForwardProgress         0
2018-03-01 12:31:46.652050 UTC | -----------------------  -----------
2018-03-01 12:31:46.652354 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #14 | Training started
2018-03-01 12:32:23.314267 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #14 | Training finished
2018-03-01 12:32:23.314628 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #14 | Collecting samples for evaluation
2018-03-01 12:32:26.745651 UTC | -----------------------  -----------
2018-03-01 12:32:26.745942 UTC | Epoch                     14
2018-03-01 12:32:26.746046 UTC | AverageReturn            -10
2018-03-01 12:32:26.746138 UTC | StdReturn                  0
2018-03-01 12:32:26.746216 UTC | MaxReturn                -10
2018-03-01 12:32:26.746292 UTC | MinReturn                -10
2018-03-01 12:32:26.746383 UTC | AverageEsReturn            5.07389
2018-03-01 12:32:26.746477 UTC | StdEsReturn                8.61717
2018-03-01 12:32:26.746552 UTC | MaxEsReturn               10
2018-03-01 12:32:26.746631 UTC | MinEsReturn              -10
2018-03-01 12:32:26.746710 UTC | AverageDiscountedReturn   -9.60596
2018-03-01 12:32:26.746787 UTC | AverageQLoss               0.0252525
2018-03-01 12:32:26.746868 UTC | AveragePolicySurr         -0.525938
2018-03-01 12:32:26.746949 UTC | AverageQ                   0.505215
2018-03-01 12:32:26.747024 UTC | AverageAbsQ                0.511525
2018-03-01 12:32:26.747101 UTC | AverageY                   0.505297
2018-03-01 12:32:26.747178 UTC | AverageAbsY                0.526369
2018-03-01 12:32:26.747255 UTC | AverageAbsQYDiff           0.0598585
2018-03-01 12:32:26.747330 UTC | AverageAction              1
2018-03-01 12:32:26.747431 UTC | PolicyRegParamNorm        26.4606
2018-03-01 12:32:26.747512 UTC | QFunRegParamNorm           8.92099
2018-03-01 12:32:26.747590 UTC | AverageForwardProgress     0
2018-03-01 12:32:26.747668 UTC | MaxForwardProgress         0
2018-03-01 12:32:26.747752 UTC | MinForwardProgress         0
2018-03-01 12:32:26.747841 UTC | StdForwardProgress         0
2018-03-01 12:32:26.747931 UTC | -----------------------  -----------
2018-03-01 12:32:26.748245 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #15 | Training started
2018-03-01 12:33:03.465795 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #15 | Training finished
2018-03-01 12:33:03.466019 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #15 | Collecting samples for evaluation
2018-03-01 12:33:06.930954 UTC | -----------------------  -----------
2018-03-01 12:33:06.931245 UTC | Epoch                     15
2018-03-01 12:33:06.931353 UTC | AverageReturn            -10
2018-03-01 12:33:06.931463 UTC | StdReturn                  0
2018-03-01 12:33:06.931544 UTC | MaxReturn                -10
2018-03-01 12:33:06.931619 UTC | MinReturn                -10
2018-03-01 12:33:06.931698 UTC | AverageEsReturn            5.30612
2018-03-01 12:33:06.931773 UTC | StdEsReturn                8.47615
2018-03-01 12:33:06.931846 UTC | MaxEsReturn               10
2018-03-01 12:33:06.931962 UTC | MinEsReturn              -10
2018-03-01 12:33:06.932038 UTC | AverageDiscountedReturn   -9.60596
2018-03-01 12:33:06.932115 UTC | AverageQLoss               0.0327783
2018-03-01 12:33:06.932191 UTC | AveragePolicySurr         -0.566981
2018-03-01 12:33:06.932265 UTC | AverageQ                   0.547396
2018-03-01 12:33:06.932345 UTC | AverageAbsQ                0.560601
2018-03-01 12:33:06.932447 UTC | AverageY                   0.547151
2018-03-01 12:33:06.932526 UTC | AverageAbsY                0.579032
2018-03-01 12:33:06.932603 UTC | AverageAbsQYDiff           0.0707556
2018-03-01 12:33:06.932681 UTC | AverageAction              1
2018-03-01 12:33:06.932759 UTC | PolicyRegParamNorm        26.4602
2018-03-01 12:33:06.932840 UTC | QFunRegParamNorm           9.0328
2018-03-01 12:33:06.932918 UTC | AverageForwardProgress     0
2018-03-01 12:33:06.932996 UTC | MaxForwardProgress         0
2018-03-01 12:33:06.933072 UTC | MinForwardProgress         0
2018-03-01 12:33:06.933195 UTC | StdForwardProgress         0
2018-03-01 12:33:06.933282 UTC | -----------------------  -----------
2018-03-01 12:33:06.933616 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #16 | Training started
2018-03-01 12:33:44.216990 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #16 | Training finished
2018-03-01 12:33:44.217245 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #16 | Collecting samples for evaluation
2018-03-01 12:33:47.650284 UTC | -----------------------  -----------
2018-03-01 12:33:47.650578 UTC | Epoch                     16
2018-03-01 12:33:47.650681 UTC | AverageReturn            -10
2018-03-01 12:33:47.650768 UTC | StdReturn                  0
2018-03-01 12:33:47.650847 UTC | MaxReturn                -10
2018-03-01 12:33:47.650922 UTC | MinReturn                -10
2018-03-01 12:33:47.650998 UTC | AverageEsReturn            6.42857
2018-03-01 12:33:47.651085 UTC | StdEsReturn                7.65986
2018-03-01 12:33:47.651165 UTC | MaxEsReturn               10
2018-03-01 12:33:47.651243 UTC | MinEsReturn              -10
2018-03-01 12:33:47.651318 UTC | AverageDiscountedReturn   -9.60596
2018-03-01 12:33:47.651417 UTC | AverageQLoss               0.0393227
2018-03-01 12:33:47.651510 UTC | AveragePolicySurr         -0.595533
2018-03-01 12:33:47.651594 UTC | AverageQ                   0.587356
2018-03-01 12:33:47.651670 UTC | AverageAbsQ                0.600667
2018-03-01 12:33:47.651753 UTC | AverageY                   0.587655
2018-03-01 12:33:47.651832 UTC | AverageAbsY                0.627146
2018-03-01 12:33:47.651909 UTC | AverageAbsQYDiff           0.0758946
2018-03-01 12:33:47.651986 UTC | AverageAction              0.999999
2018-03-01 12:33:47.652063 UTC | PolicyRegParamNorm        26.459
2018-03-01 12:33:47.652140 UTC | QFunRegParamNorm           9.20568
2018-03-01 12:33:47.652220 UTC | AverageForwardProgress     0
2018-03-01 12:33:47.652307 UTC | MaxForwardProgress         0
2018-03-01 12:33:47.652401 UTC | MinForwardProgress         0
2018-03-01 12:33:47.652483 UTC | StdForwardProgress         0
2018-03-01 12:33:47.652565 UTC | -----------------------  -----------
2018-03-01 12:33:47.652857 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #17 | Training started
2018-03-01 12:34:25.250346 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #17 | Training finished
2018-03-01 12:34:25.250591 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #17 | Collecting samples for evaluation
2018-03-01 12:34:28.702969 UTC | -----------------------  -----------
2018-03-01 12:34:28.703256 UTC | Epoch                     17
2018-03-01 12:34:28.703361 UTC | AverageReturn             10
2018-03-01 12:34:28.703468 UTC | StdReturn                  0
2018-03-01 12:34:28.703550 UTC | MaxReturn                 10
2018-03-01 12:34:28.703628 UTC | MinReturn                 10
2018-03-01 12:34:28.703706 UTC | AverageEsReturn            8.85714
2018-03-01 12:34:28.703784 UTC | StdEsReturn                4.64231
2018-03-01 12:34:28.703859 UTC | MaxEsReturn               10
2018-03-01 12:34:28.703938 UTC | MinEsReturn              -10
2018-03-01 12:34:28.704014 UTC | AverageDiscountedReturn    9.60596
2018-03-01 12:34:28.704089 UTC | AverageQLoss               0.0429322
2018-03-01 12:34:28.704164 UTC | AveragePolicySurr         -0.668888
2018-03-01 12:34:28.704234 UTC | AverageQ                   0.611582
2018-03-01 12:34:28.704306 UTC | AverageAbsQ                0.627221
2018-03-01 12:34:28.704387 UTC | AverageY                   0.61201
2018-03-01 12:34:28.704467 UTC | AverageAbsY                0.656872
2018-03-01 12:34:28.704535 UTC | AverageAbsQYDiff           0.0827855
2018-03-01 12:34:28.704607 UTC | AverageAction              0.873373
2018-03-01 12:34:28.704684 UTC | PolicyRegParamNorm        26.6484
2018-03-01 12:34:28.704761 UTC | QFunRegParamNorm           9.38104
2018-03-01 12:34:28.704832 UTC | AverageForwardProgress     0
2018-03-01 12:34:28.704907 UTC | MaxForwardProgress         0
2018-03-01 12:34:28.704981 UTC | MinForwardProgress         0
2018-03-01 12:34:28.705057 UTC | StdForwardProgress         0
2018-03-01 12:34:28.705176 UTC | -----------------------  -----------
2018-03-01 12:34:28.705487 UTC | [experiment_2018_03_01_12_28_55_0001] epoch #18 | Training started
